Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
521,BLACKWOOD MAIN-374,BLACKWOOD MAIN,SARGENT PARADE,BELLEVUE HEIGHTS,SARGENT PARADE,BELLEVUE HEIGHTS,SARGENT PARADE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 SARGENT PARADE, BELLEVUE HEIGHTS SA","1 SARGENT PARADE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.027190214619864,138.58835855335735,No,,
522,BLACKWOOD MAIN-375,BLACKWOOD MAIN,SCENIC COURT,BELAIR,SCENIC COURT,BELAIR,SCENIC COURT|BELAIR,No,Accepted,Accepted,Active,"2 SCENIC COURT, BELAIR SA","2 SCENIC COURT, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00281118693774,138.61341497390515,No,,
524,CORO STREETS-87,CORO STREETS,SCHERER AVENUE,COROMANDEL VALLEY,SCHERER AVENUE,COROMANDEL VALLEY,SCHERER AVENUE|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 SCHERER AVENUE, COROMANDEL VALLEY SA","1 SCHERER AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05296369678511,138.6131581053921,No,,
527,BLACKWOOD MAIN-376,BLACKWOOD MAIN,SCROOP ROAD,HAWTHORNDENE,SCROOP ROAD,HAWTHORNDENE,SCROOP ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 SCROOP ROAD, HAWTHORNDENE SA","1 SCROOP ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02430044384835,138.63465661241563,No,,
528,CORO STREETS-88,CORO STREETS,SEAN COURT,COROMANDEL VALLEY,SEAN COURT,COROMANDEL VALLEY,SEAN COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 SEAN COURT, COROMANDEL VALLEY SA","1 SEAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04795796274319,138.6218932358161,No,,
529,BLACKWOOD MAIN-377,BLACKWOOD MAIN,SEAVIEW CRESCENT,PANORAMA,SEAVIEW CRESCENT,PANORAMA,SEAVIEW CRESCENT|PANORAMA,No,Accepted,Accepted,Active,"1 SEAVIEW CRESCENT, PANORAMA SA","1 SEAVIEW CRESCENT, PANORAMA, SOUTH AUSTRALIA, 5041",No. 1,100,-35.00629349857967,138.5977189558196,No,,
530,BLACKWOOD MAIN-378,BLACKWOOD MAIN,SEAVIEW ROAD,LYNTON,SEAVIEW ROAD,LYNTON,SEAVIEW ROAD|LYNTON,No,Accepted,Accepted,Active,"2 SEAVIEW ROAD, LYNTON SA","2 SEAVIEW ROAD, LYNTON, SOUTH AUSTRALIA, 5062",No. 2,100,-34.99433719430967,138.60793090230672,No,,
531,BLACKWOOD MAIN-379,BLACKWOOD MAIN,SECOND ROAD,BELAIR,SECOND ROAD,BELAIR,SECOND ROAD|BELAIR,No,Accepted,Accepted,Active,"1 SECOND ROAD, BELAIR SA","1 SECOND ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99628807864646,138.63916408558154,No,,
532,BLACKWOOD MAIN-380,BLACKWOOD MAIN,SERPENTINE ROAD,BELAIR,SERPENTINE ROAD,BELAIR,SERPENTINE ROAD|BELAIR,No,Accepted,Accepted,Active,"1 SERPENTINE ROAD, BELAIR SA","1 SERPENTINE ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99556141114251,138.6293952550681,No,,
533,BLACKWOOD MAIN-381,BLACKWOOD MAIN,SEYMOUR STREET,EDEN HILLS,SEYMOUR STREET,EDEN HILLS,SEYMOUR STREET|EDEN HILLS,No,Accepted,Accepted,Active,"2 SEYMOUR STREET, EDEN HILLS SA","2 SEYMOUR STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.025421486347696,138.6053076059344,No,,
534,BLACKWOOD MAIN-382,BLACKWOOD MAIN,SHAFTSBURY STREET,EDEN HILLS,SHAFTSBURY STREET,EDEN HILLS,SHAFTSBURY STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 SHAFTSBURY STREET, EDEN HILLS SA","1 SHAFTSBURY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02867770388989,138.6042605643363,No,,
536,BLACKWOOD PARK-44,BLACKWOOD PARK,SHELTER ROW,CRAIGBURN FARM,SHELTER ROW,CRAIGBURN FARM,SHELTER ROW|CRAIGBURN FARM,No,Accepted,Accepted,Active,"2 SHELTER ROW, CRAIGBURN FARM SA","2 SHELTER ROW, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03881244751355,138.61194829738858,No,,
537,BLACKWOOD MAIN-383,BLACKWOOD MAIN,SHEOAK ROAD,BELAIR,SHEOAK ROAD,BELAIR,SHEOAK ROAD|BELAIR,No,Accepted,Accepted,Active,"1 SHEOAK ROAD, BELAIR SA","1 SHEOAK ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99760924377543,138.62290665681243,No,,
538,BLACKWOOD MAIN-384,BLACKWOOD MAIN,SHEPHERD COURT,COROMANDEL VALLEY,SHEPHERD COURT,COROMANDEL VALLEY,SHEPHERD COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 SHEPHERD COURT, COROMANDEL VALLEY SA","1 SHEPHERD COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.044074338521355,138.62231785156442,No,,
541,BLACKWOOD MAIN-386,BLACKWOOD MAIN,SHERBOURNE ROAD,BLACKWOOD,SHERBOURNE ROAD,BLACKWOOD,SHERBOURNE ROAD|BLACKWOOD,No,Accepted,Accepted,Active,"1 SHERBOURNE ROAD, BLACKWOOD SA","1 SHERBOURNE ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02169511404102,138.6116172500875,No,,
543,BLACKWOOD MAIN-388,BLACKWOOD MAIN,SHERWOOD DRIVE,GLENALTA,SHERWOOD DRIVE,GLENALTA,SHERWOOD DRIVE|GLENALTA,No,Accepted,Accepted,Active,"1 SHERWOOD DRIVE, GLENALTA SA","1 SHERWOOD DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01183164775975,138.62617105714662,No,,
544,BLACKWOOD PARK-45,BLACKWOOD PARK,SHIRAZ COURT,CRAIGBURN FARM,SHIRAZ COURT,CRAIGBURN FARM,SHIRAZ COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 SHIRAZ COURT, CRAIGBURN FARM SA","1 SHIRAZ COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03888573686768,138.61332709783488,No,,
545,BLACKWOOD MAIN-389,BLACKWOOD MAIN,SHORT STREET,BELAIR,SHORT STREET,BELAIR,SHORT STREET|BELAIR,No,Accepted,Accepted,Active,"1 SHORT STREET, BELAIR SA","1 SHORT STREET, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00762640423625,138.61130114527612,No,,
546,BLACKWOOD MAIN-390,BLACKWOOD MAIN,SILVERDALE CRESCENT,BELLEVUE HEIGHTS,SILVERDALE CRESCENT,BELLEVUE HEIGHTS,SILVERDALE CRESCENT|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 SILVERDALE CRESCENT, BELLEVUE HEIGHTS SA","1 SILVERDALE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.027180252960086,138.58708968694225,No,,
549,CORO STREETS-91,CORO STREETS,SITTELLA CRESCENT,COROMANDEL VALLEY,SITTELLA CRESCENT,COROMANDEL VALLEY,SITTELLA CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 SITTELLA CRESCENT, COROMANDEL VALLEY SA","1 SITTELLA CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04736559975958,138.62695304743974,No,,
551,BLACKWOOD MAIN-394,BLACKWOOD MAIN,SLEEPS HILL DRIVE,PANORAMA,SLEEPS HILL DRIVE,PANORAMA,SLEEPS HILL DRIVE|PANORAMA,No,Accepted,Accepted,Active,"1 SLEEPS HILL DRIVE, PANORAMA SA","1 SLEEPS HILL DRIVE, PANORAMA, SOUTH AUSTRALIA, 5041",No. 1,100,-34.99953949324554,138.60101413056708,No,,
552,BLACKWOOD MAIN-393,BLACKWOOD MAIN,SLEEPS ROAD,BELAIR,SLEEPS ROAD,BELAIR,SLEEPS ROAD|BELAIR,No,Accepted,Accepted,Active,"2 SLEEPS ROAD, BELAIR SA","2 SLEEPS ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.001016842968994,138.6314295683056,No,,
553,BLACKWOOD MAIN-395,BLACKWOOD MAIN,SLOAN ROAD,HAWTHORNDENE,SLOAN ROAD,HAWTHORNDENE,SLOAN ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 SLOAN ROAD, HAWTHORNDENE SA","1 SLOAN ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.017256660946515,138.6299507954879,No,,
554,BLACKWOOD MAIN-396,BLACKWOOD MAIN,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 SOMERSET ROAD, COROMANDEL VALLEY SA","1 SOMERSET ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03086215357129,138.62476237172095,No,,
555,CORO STREETS-92,CORO STREETS,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 SOMERSET ROAD, COROMANDEL VALLEY SA","1 SOMERSET ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03086215357129,138.62476237172095,No,,
556,BLACKWOOD MAIN-397,BLACKWOOD MAIN,SOUTHERN AVENUE,BLACKWOOD,SOUTHERN AVENUE,BLACKWOOD,SOUTHERN AVENUE|BLACKWOOD,No,Accepted,Accepted,Active,"1 SOUTHERN AVENUE, BLACKWOOD SA","1 SOUTHERN AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.011135576782266,138.6202333742544,No,,
557,CORO STREETS-93,CORO STREETS,SPENCER COURT,COROMANDEL VALLEY,SPENCER COURT,COROMANDEL VALLEY,SPENCER COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 SPENCER COURT, COROMANDEL VALLEY SA","1 SPENCER COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05779741430895,138.6181967484887,No,,
558,BLACKWOOD MAIN-398,BLACKWOOD MAIN,SPRINGVALE ROAD,BELLEVUE HEIGHTS,SPRINGVALE ROAD,BELLEVUE HEIGHTS,SPRINGVALE ROAD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"SPRINGVALE ROAD, BELLEVUE HEIGHTS SA","4 SPRINGVALE ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",street-only,100,-35.02156383359602,138.58221185349643,No,,
560,BLACKWOOD MAIN-369,BLACKWOOD MAIN,ST. ALICK STREET,HAWTHORNDENE,ST. ALICK STREET,HAWTHORNDENE,ST ALICK STREET|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 ST. ALICK STREET, HAWTHORNDENE SA","1 ST ALICK STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02655640401607,138.63081621468172,No,,
561,BLACKWOOD MAIN-370,BLACKWOOD MAIN,ST. GEORGES TERRACE,BELLEVUE HEIGHTS,ST. GEORGES TERRACE,BELLEVUE HEIGHTS,ST GEORGES TERRACE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 ST. GEORGES TERRACE, BELLEVUE HEIGHTS SA","1 ST GEORGES TERRACE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02939191931912,138.5866670279485,No,,
562,BLACKWOOD MAIN-371,BLACKWOOD MAIN,ST. JOHNS DRIVE,BELAIR,ST. JOHNS DRIVE,BELAIR,ST JOHNS DRIVE|BELAIR,No,Accepted,Accepted,Active,"1 ST. JOHNS DRIVE, BELAIR SA","1 ST JOHNS DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99672069929996,138.63198937800817,No,,
563,BLACKWOOD MAIN-372,BLACKWOOD MAIN,ST. THOMAS STREET,HAWTHORNDENE,ST. THOMAS STREET,HAWTHORNDENE,ST THOMAS STREET|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 ST. THOMAS STREET, HAWTHORNDENE SA","1 ST THOMAS STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02615313468154,138.62962846463913,No,,
565,BLACKWOOD PARK-46,BLACKWOOD PARK,STAR LILY STREET,CRAIGBURN FARM,STAR LILY STREET,CRAIGBURN FARM,STAR LILY STREET|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 STAR LILY STREET, CRAIGBURN FARM SA","1 STAR LILY STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0339443978408,138.61561063045383,No,,
566,BLACKWOOD MAIN-400,BLACKWOOD MAIN,STATION AVENUE,BLACKWOOD,STATION AVENUE,BLACKWOOD,STATION AVENUE|BLACKWOOD,No,Accepted,Accepted,Active,"1 STATION AVENUE, BLACKWOOD SA","1 STATION AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01664917758642,138.61843280424827,No,,
570,BLACKWOOD MAIN-403,BLACKWOOD MAIN,STURT AVENUE,HAWTHORNDENE,STURT AVENUE,HAWTHORNDENE,STURT AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"2 STURT AVENUE, HAWTHORNDENE SA","2 STURT AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02459715900053,138.62410952723147,No,,
573,BLACKWOOD MAIN-405,BLACKWOOD MAIN,SUFFOLK ROAD,HAWTHORNDENE,SUFFOLK ROAD,HAWTHORNDENE,SUFFOLK ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 SUFFOLK ROAD, HAWTHORNDENE SA","1 SUFFOLK ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.019915534675185,138.63177876005844,No,,
576,BLACKWOOD MAIN-407,BLACKWOOD MAIN,SURREY STREET,HAWTHORNDENE,SURREY STREET,HAWTHORNDENE,SURREY STREET|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 SURREY STREET, HAWTHORNDENE SA","1 SURREY STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.025012880409754,138.6263487660417,No,,
577,BLACKWOOD MAIN-408,BLACKWOOD MAIN,SYCAMORE CRESCENT,HAWTHORNDENE,SYCAMORE CRESCENT,HAWTHORNDENE,SYCAMORE CRESCENT|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 SYCAMORE CRESCENT, HAWTHORNDENE SA","1 SYCAMORE CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02103782238201,138.6243055584651,No,,
578,BLACKWOOD MAIN-409,BLACKWOOD MAIN,SYLVAN WAY,GLENALTA,SYLVAN WAY,GLENALTA,SYLVAN WAY|GLENALTA,No,Accepted,Accepted,Active,"1 SYLVAN WAY, GLENALTA SA","1 SYLVAN WAY, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00671491236594,138.62821906766635,No,,
579,CORO STREETS-95,CORO STREETS,SYLVIA COURT,COROMANDEL VALLEY,SYLVIA COURT,COROMANDEL VALLEY,SYLVIA COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"2 SYLVIA COURT, COROMANDEL VALLEY SA","2 SYLVIA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04783166312807,138.6179082161285,No,,
580,BLACKWOOD PARK-48,BLACKWOOD PARK,SYMON CRESCENT,CRAIGBURN FARM,SYMON CRESCENT,CRAIGBURN FARM,SYMON CRESCENT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 SYMON CRESCENT, CRAIGBURN FARM SA","1 SYMON CRESCENT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04579503736242,138.609796578875,No,,
582,BLACKWOOD MAIN-411,BLACKWOOD MAIN,TALLAROOK ROAD,HAWTHORNDENE,TALLAROOK ROAD,HAWTHORNDENE,TALLAROOK ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 TALLAROOK ROAD, HAWTHORNDENE SA","1 TALLAROOK ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0265944717874,138.63205341724967,No,,
583,BLACKWOOD MAIN-412,BLACKWOOD MAIN,TAPSON CRESCENT,PASADENA,TAPSON CRESCENT,PASADENA,TAPSON CRESCENT|PASADENA,No,Accepted,Accepted,Active,"1 TAPSON CRESCENT, PASADENA SA","1 TAPSON CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",No. 1,100,-35.010672359602275,138.5909313298836,No,,
584,BLACKWOOD PARK-49,BLACKWOOD PARK,TASSIE PLACE,CRAIGBURN FARM,TASSIE PLACE,CRAIGBURN FARM,TASSIE PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 TASSIE PLACE, CRAIGBURN FARM SA","1 TASSIE PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.037785862895355,138.61422631551727,No,,
585,BLACKWOOD MAIN-413,BLACKWOOD MAIN,TESTER DRIVE,BLACKWOOD,TESTER DRIVE,BLACKWOOD,TESTER DRIVE|BLACKWOOD,No,Accepted,Accepted,Active,"2 TESTER DRIVE, BLACKWOOD SA","2 TESTER DRIVE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01493310380169,138.61297488200677,No,,
586,BLACKWOOD MAIN-414,BLACKWOOD MAIN,THE BOULEVARD,BELLEVUE HEIGHTS,THE BOULEVARD,BELLEVUE HEIGHTS,THE BOULEVARD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 THE BOULEVARD, BELLEVUE HEIGHTS SA","1 THE BOULEVARD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03443091818922,138.57803275932986,No,,
590,BLACKWOOD MAIN-416,BLACKWOOD MAIN,THE PARKWAY,BLACKWOOD,THE PARKWAY,BLACKWOOD,THE PARKWAY|BLACKWOOD,No,Accepted,Accepted,Active,"1 THE PARKWAY, BLACKWOOD SA","1 THE PARKWAY, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02853646178509,138.62256849404008,No,,
591,BLACKWOOD MAIN-417,BLACKWOOD MAIN,THE RIDGEWAY,BELAIR,THE RIDGEWAY,BELAIR,THE RIDGEWAY|BELAIR,No,Accepted,Accepted,Active,"2 THE RIDGEWAY, BELAIR SA","2 THE RIDGEWAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.002738964904296,138.62130585366234,No,,
594,CORO STREETS-97,CORO STREETS,THE WALK,COROMANDEL VALLEY,THE WALK,COROMANDEL VALLEY,THE WALK|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 THE WALK, COROMANDEL VALLEY SA","1 THE WALK, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05322519035447,138.6214220137309,No,,
597,CORO STREETS-99,CORO STREETS,THORNBILL CRESCENT,COROMANDEL VALLEY,THORNBILL CRESCENT,COROMANDEL VALLEY,THORNBILL CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 THORNBILL CRESCENT, COROMANDEL VALLEY SA","1 THORNBILL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04322848687355,138.6285307253082,No,,
598,BLACKWOOD MAIN-420,BLACKWOOD MAIN,THORNGATE DRIVE,BELAIR,THORNGATE DRIVE,BELAIR,THORNGATE DRIVE|BELAIR,No,Accepted,Accepted,Active,"1 THORNGATE DRIVE, BELAIR SA","1 THORNGATE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.003202715744635,138.6253351671586,No,,
599,BLACKWOOD MAIN-423,BLACKWOOD MAIN,TI TREE ROAD,HAWTHORNDENE,TI TREE ROAD,HAWTHORNDENE,TI TREE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 TI TREE ROAD, HAWTHORNDENE SA","1 TI TREE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01932566210649,138.6309193890152,No,,
602,BLACKWOOD PARK-51,BLACKWOOD PARK,TOKAY COURT,CRAIGBURN FARM,TOKAY COURT,CRAIGBURN FARM,TOKAY COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 TOKAY COURT, CRAIGBURN FARM SA","1 TOKAY COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03961863040902,138.61486990989408,No,,
603,BLACKWOOD MAIN-424,BLACKWOOD MAIN,TOOLANGIE PLACE,BELLEVUE HEIGHTS,TOOLANGIE PLACE,BELLEVUE HEIGHTS,TOOLANGIE PLACE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 TOOLANGIE PLACE, BELLEVUE HEIGHTS SA","1 TOOLANGIE PLACE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.023721600260124,138.5851711779997,No,,
604,BLACKWOOD MAIN-425,BLACKWOOD MAIN,TOORAK AVENUE,BELLEVUE HEIGHTS,TOORAK AVENUE,BELLEVUE HEIGHTS,TOORAK AVENUE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 TOORAK AVENUE, BELLEVUE HEIGHTS SA","1 TOORAK AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03245068253342,138.58631499000717,No,,
605,BLACKWOOD MAIN-426,BLACKWOOD MAIN,TREETOP TERRACE,BELAIR,TREETOP TERRACE,BELAIR,TREETOP TERRACE|BELAIR,No,Accepted,Accepted,Active,"1 TREETOP TERRACE, BELAIR SA","1 TREETOP TERRACE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.0044121679746,138.6111963699616,No,,
606,BLACKWOOD MAIN-427,BLACKWOOD MAIN,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 TREVILYAN COURT, COROMANDEL VALLEY SA","1 TREVILYAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.031787164837056,138.62711794848653,No,,
607,CORO STREETS-100,CORO STREETS,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT,COROMANDEL VALLEY,TREVILYAN COURT|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 TREVILYAN COURT, COROMANDEL VALLEY SA","1 TREVILYAN COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.031787164837056,138.62711794848653,No,,
608,BLACKWOOD MAIN-428,BLACKWOOD MAIN,TREVOR TERRACE,BLACKWOOD,TREVOR TERRACE,BLACKWOOD,TREVOR TERRACE|BLACKWOOD,No,Accepted,Accepted,Active,"1 TREVOR TERRACE, BLACKWOOD SA","1 TREVOR TERRACE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.026233539506954,138.60978857396984,No,,
610,BLACKWOOD MAIN-429,BLACKWOOD MAIN,TURNERS AVENUE,HAWTHORNDENE,TURNERS AVENUE,HAWTHORNDENE,TURNERS AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"2 TURNERS AVENUE, HAWTHORNDENE SA","2 TURNERS AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.029691658546575,138.62581225950757,No,,
611,BLACKWOOD MAIN-430,BLACKWOOD MAIN,UNIVERSITY WAY,BELLEVUE HEIGHTS,UNIVERSITY WAY,BELLEVUE HEIGHTS,UNIVERSITY WAY|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"2 UNIVERSITY WAY, BELLEVUE HEIGHTS SA","2 UNIVERSITY WAY, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.030199703195606,138.58586244603407,No,,
612,BLACKWOOD MAIN-431,BLACKWOOD MAIN,UPPER STURT ROAD,BELAIR,UPPER STURT ROAD,BELAIR,UPPER STURT ROAD|BELAIR,No,Accepted,Accepted,Active,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.998930586791175,138.63197212299033,No,,
615,BLACKWOOD MAIN-434,BLACKWOOD MAIN,URALLA COURT,BLACKWOOD,URALLA COURT,BLACKWOOD,URALLA COURT|BLACKWOOD,No,Accepted,Accepted,Active,"1 URALLA COURT, BLACKWOOD SA","1 URALLA COURT, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01154738468231,138.6128667268434,No,,
616,BLACKWOOD MAIN-435,BLACKWOOD MAIN,VALE ROAD,HAWTHORNDENE,VALE ROAD,HAWTHORNDENE,VALE ROAD|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 VALE ROAD, HAWTHORNDENE SA","1 VALE ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01793085184981,138.63866013232848,No,,
617,BLACKWOOD MAIN-436,BLACKWOOD MAIN,VAUCLUSE CRESCENT,BELLEVUE HEIGHTS,VAUCLUSE CRESCENT,BELLEVUE HEIGHTS,VAUCLUSE CRESCENT|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 VAUCLUSE CRESCENT, BELLEVUE HEIGHTS SA","1 VAUCLUSE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.027583522294606,138.58802074635858,No,,
618,CORO STREETS-102,CORO STREETS,VAWSER COURT,COROMANDEL VALLEY,VAWSER COURT,COROMANDEL VALLEY,VAWSER COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"2 VAWSER COURT, COROMANDEL VALLEY SA","2 VAWSER COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04665672093379,138.61838975564706,No,,
619,BLACKWOOD PARK-52,BLACKWOOD PARK,VERCO PLACE,CRAIGBURN FARM,VERCO PLACE,CRAIGBURN FARM,VERCO PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"2 VERCO PLACE, CRAIGBURN FARM SA","2 VERCO PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.040860813806816,138.60870951275098,No,,
621,BLACKWOOD MAIN-437,BLACKWOOD MAIN,VIADUCT ROAD,EDEN HILLS,VIADUCT ROAD,EDEN HILLS,VIADUCT ROAD|EDEN HILLS,No,Accepted,Accepted,Active,"1 VIADUCT ROAD, EDEN HILLS SA","1 VIADUCT ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02094745589683,138.6083452006217,No,,
